time,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2011-05-10 02:00:00,3005.0,2.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.58,0.1343,1.0,4.0,5.0
2011-05-10 03:00:00,3006.0,2.0,0.0,5.0,3.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.54,0.194,1.0,3.0,4.0
2011-05-10 04:00:00,3007.0,2.0,0.0,5.0,4.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.62,0.2537,0.0,2.0,2.0
2011-05-10 05:00:00,3008.0,2.0,0.0,5.0,5.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.66,0.2239,1.0,28.0,29.0
2011-05-10 06:00:00,3009.0,2.0,0.0,5.0,6.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.67,0.1343,9.0,103.0,112.0
2011-05-10 07:00:00,3010.0,2.0,0.0,5.0,7.0,0.0,2.0,1.0,2.0,0.44,0.4394,0.62,0.1343,13.0,301.0,314.0
2011-05-10 08:00:00,3011.0,2.0,0.0,5.0,8.0,0.0,2.0,1.0,2.0,0.5,0.4848,0.51,0.1045,28.0,397.0,425.0
2011-05-10 09:00:00,3012.0,2.0,0.0,5.0,9.0,0.0,2.0,1.0,2.0,0.52,0.5,0.48,0.1045,29.0,176.0,205.0
2011-05-10 10:00:00,3013.0,2.0,0.0,5.0,10.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.37,0.0896,27.0,100.0,127.0
2011-05-10 11:00:00,3014.0,2.0,0.0,5.0,11.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.43,0.1343,17.0,108.0,125.0
2011-05-10 12:00:00,3015.0,2.0,0.0,5.0,12.0,0.0,2.0,1.0,2.0,0.6,0.6212,0.38,0.0,47.0,170.0,217.0
2011-05-10 13:00:00,3016.0,2.0,0.0,5.0,13.0,0.0,2.0,1.0,2.0,0.62,0.6212,0.38,0.2537,50.0,152.0,202.0
2011-05-10 14:00:00,3017.0,2.0,0.0,5.0,14.0,0.0,2.0,1.0,2.0,0.62,0.6212,0.33,0.0,42.0,134.0,176.0
2011-05-10 15:00:00,3018.0,2.0,0.0,5.0,15.0,0.0,2.0,1.0,2.0,0.64,0.6212,0.33,0.0896,28.0,152.0,180.0
2011-05-10 16:00:00,3019.0,2.0,0.0,5.0,16.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.31,0.1045,56.0,271.0,327.0
2011-05-10 17:00:00,3020.0,2.0,0.0,5.0,17.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.33,0.0,79.0,532.0,611.0
2011-05-10 18:00:00,3021.0,2.0,0.0,5.0,18.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.29,0.1343,70.0,480.0,550.0
2011-05-10 19:00:00,3022.0,2.0,0.0,5.0,19.0,0.0,2.0,1.0,1.0,0.6,0.6212,0.43,0.2239,69.0,365.0,434.0
2011-05-10 20:00:00,3023.0,2.0,0.0,5.0,20.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.6,0.1343,50.0,241.0,291.0
2011-05-10 21:00:00,3024.0,2.0,0.0,5.0,21.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.52,0.0,30.0,173.0,203.0
2011-05-10 22:00:00,3025.0,2.0,0.0,5.0,22.0,0.0,2.0,1.0,1.0,0.52,0.5,0.55,0.1045,29.0,121.0,150.0
2011-05-10 23:00:00,3026.0,2.0,0.0,5.0,23.0,0.0,2.0,1.0,2.0,0.52,0.5,0.59,0.1343,9.0,72.0,81.0
2011-05-11 00:00:00,3027.0,2.0,0.0,5.0,0.0,0.0,3.0,1.0,2.0,0.52,0.5,0.55,0.1343,8.0,30.0,38.0
2011-05-11 01:00:00,3028.0,2.0,0.0,5.0,1.0,0.0,3.0,1.0,2.0,0.5,0.4848,0.59,0.1045,4.0,16.0,20.0
2011-05-11 02:00:00,3029.0,2.0,0.0,5.0,2.0,0.0,3.0,1.0,1.0,0.52,0.5,0.59,0.0,6.0,4.0,10.0
2011-05-11 03:00:00,3030.0,2.0,0.0,5.0,3.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.63,0.2239,0.0,3.0,3.0
2011-05-11 04:00:00,3031.0,2.0,0.0,5.0,4.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.88,0.1343,0.0,2.0,2.0
2011-05-11 05:00:00,3032.0,2.0,0.0,5.0,5.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.88,0.1343,0.0,20.0,20.0
2011-05-11 06:00:00,3033.0,2.0,0.0,5.0,6.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.82,0.1343,6.0,93.0,99.0
2011-05-11 07:00:00,3034.0,2.0,0.0,5.0,7.0,0.0,3.0,1.0,1.0,0.48,0.4697,0.72,0.194,25.0,293.0,318.0
2011-05-11 08:00:00,3035.0,2.0,0.0,5.0,8.0,0.0,3.0,1.0,1.0,0.48,0.4697,0.77,0.2537,21.0,421.0,442.0
2011-05-11 09:00:00,3036.0,2.0,0.0,5.0,9.0,0.0,3.0,1.0,1.0,0.52,0.5,0.72,0.1343,21.0,182.0,203.0
2011-05-11 10:00:00,3037.0,2.0,0.0,5.0,10.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.68,0.0896,30.0,124.0,154.0
2011-05-11 11:00:00,3038.0,2.0,0.0,5.0,11.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.64,0.0896,18.0,123.0,141.0
2011-05-11 12:00:00,3039.0,2.0,0.0,5.0,12.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.56,0.0,41.0,185.0,226.0
2011-05-11 13:00:00,3040.0,2.0,0.0,5.0,13.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.5,0.0,36.0,157.0,193.0
2011-05-11 14:00:00,3041.0,2.0,0.0,5.0,14.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.53,0.0896,36.0,141.0,177.0
2011-05-11 15:00:00,3042.0,2.0,0.0,5.0,15.0,0.0,3.0,1.0,1.0,0.64,0.6212,0.41,0.0,48.0,131.0,179.0
2011-05-11 16:00:00,3043.0,2.0,0.0,5.0,16.0,0.0,3.0,1.0,1.0,0.66,0.6212,0.39,0.0,49.0,240.0,289.0
2011-05-11 17:00:00,3044.0,2.0,0.0,5.0,17.0,0.0,3.0,1.0,1.0,0.64,0.6212,0.47,0.1045,17.0,242.0,259.0
2011-05-11 18:00:00,3045.0,2.0,0.0,5.0,18.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.5,0.2985,40.0,234.0,274.0
2011-05-11 19:00:00,3046.0,2.0,0.0,5.0,19.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.52,0.1343,60.0,341.0,401.0
2011-05-11 20:00:00,3047.0,2.0,0.0,5.0,20.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.64,0.1343,28.0,245.0,273.0
2011-05-11 21:00:00,3048.0,2.0,0.0,5.0,21.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.6,0.0,32.0,202.0,234.0
2011-05-11 22:00:00,3049.0,2.0,0.0,5.0,22.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.72,0.2537,12.0,134.0,146.0
2011-05-11 23:00:00,3050.0,2.0,0.0,5.0,23.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.88,0.2537,12.0,69.0,81.0
2011-05-12 00:00:00,3051.0,2.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0,0.46,0.4545,0.88,0.2239,5.0,39.0,44.0
2011-05-12 01:00:00,3052.0,2.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.88,0.2239,1.0,16.0,17.0
2011-05-12 02:00:00,3053.0,2.0,0.0,5.0,2.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.94,0.194,1.0,14.0,15.0
2011-05-12 03:00:00,3054.0,2.0,0.0,5.0,3.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.88,0.1343,0.0,5.0,5.0
2011-05-12 04:00:00,3055.0,2.0,0.0,5.0,4.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.94,0.0,1.0,5.0,6.0
2011-05-12 05:00:00,3056.0,2.0,0.0,5.0,5.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.94,0.1343,2.0,27.0,29.0
2011-05-12 06:00:00,3057.0,2.0,0.0,5.0,6.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.88,0.0,9.0,103.0,112.0
2011-05-12 07:00:00,3058.0,2.0,0.0,5.0,7.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.88,0.1343,14.0,283.0,297.0
2011-05-12 08:00:00,3059.0,2.0,0.0,5.0,8.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.82,0.194,27.0,394.0,421.0
2011-05-12 09:00:00,3060.0,2.0,0.0,5.0,9.0,0.0,4.0,1.0,2.0,0.5,0.4848,0.77,0.2836,21.0,191.0,212.0
2011-05-12 10:00:00,3061.0,2.0,0.0,5.0,10.0,0.0,4.0,1.0,2.0,0.54,0.5152,0.68,0.2239,28.0,119.0,147.0
2011-05-12 11:00:00,3062.0,2.0,0.0,5.0,11.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.6,0.2239,43.0,136.0,179.0
2011-05-12 12:00:00,3063.0,2.0,0.0,5.0,12.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.6,0.2239,43.0,164.0,207.0
2011-05-12 13:00:00,3064.0,2.0,0.0,5.0,13.0,0.0,4.0,1.0,2.0,0.62,0.6212,0.57,0.2985,48.0,170.0,218.0
2011-05-12 14:00:00,3065.0,2.0,0.0,5.0,14.0,0.0,4.0,1.0,2.0,0.62,0.6061,0.61,0.2239,43.0,148.0,191.0
2011-05-12 15:00:00,3066.0,2.0,0.0,5.0,15.0,0.0,4.0,1.0,2.0,0.64,0.6212,0.53,0.2537,54.0,163.0,217.0
2011-05-12 16:00:00,3067.0,2.0,0.0,5.0,16.0,0.0,4.0,1.0,2.0,0.64,0.6212,0.57,0.2537,50.0,238.0,288.0
2011-05-12 17:00:00,3068.0,2.0,0.0,5.0,17.0,0.0,4.0,1.0,2.0,0.64,0.6212,0.57,0.194,54.0,540.0,594.0
2011-05-12 18:00:00,3069.0,2.0,0.0,5.0,18.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.69,0.2239,64.0,463.0,527.0
2011-05-12 19:00:00,3070.0,2.0,0.0,5.0,19.0,0.0,4.0,1.0,2.0,0.6,0.6061,0.64,0.194,59.0,305.0,364.0
2011-05-12 20:00:00,3071.0,2.0,0.0,5.0,20.0,0.0,4.0,1.0,1.0,0.6,0.6061,0.64,0.194,56.0,220.0,276.0
2011-05-12 21:00:00,3072.0,2.0,0.0,5.0,21.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.83,0.1343,31.0,192.0,223.0
2011-05-12 22:00:00,3073.0,2.0,0.0,5.0,22.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.83,0.194,25.0,147.0,172.0
2011-05-12 23:00:00,3074.0,2.0,0.0,5.0,23.0,0.0,4.0,1.0,2.0,0.54,0.5152,0.77,0.194,16.0,87.0,103.0
2011-05-13 00:00:00,3075.0,2.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,0.52,0.5,0.83,0.1642,6.0,46.0,52.0
2011-05-13 01:00:00,3076.0,2.0,0.0,5.0,1.0,0.0,5.0,1.0,1.0,0.52,0.5,0.83,0.1642,5.0,15.0,20.0
2011-05-13 02:00:00,3077.0,2.0,0.0,5.0,2.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.88,0.1343,3.0,8.0,11.0
2011-05-13 03:00:00,3078.0,2.0,0.0,5.0,3.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.88,0.1343,2.0,2.0,4.0
2011-05-13 04:00:00,3079.0,2.0,0.0,5.0,4.0,0.0,5.0,1.0,3.0,0.5,0.4848,0.88,0.1642,2.0,3.0,5.0
2011-05-13 05:00:00,3080.0,2.0,0.0,5.0,5.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.88,0.194,1.0,24.0,25.0
2011-05-13 06:00:00,3081.0,2.0,0.0,5.0,6.0,0.0,5.0,1.0,3.0,0.5,0.4848,0.88,0.1343,6.0,76.0,82.0
2011-05-13 07:00:00,3082.0,2.0,0.0,5.0,7.0,0.0,5.0,1.0,3.0,0.5,0.4848,0.88,0.1642,16.0,141.0,157.0
2011-05-13 08:00:00,3083.0,2.0,0.0,5.0,8.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.88,0.194,26.0,361.0,387.0
2011-05-13 09:00:00,3084.0,2.0,0.0,5.0,9.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.88,0.194,18.0,215.0,233.0
2011-05-13 10:00:00,3085.0,2.0,0.0,5.0,10.0,0.0,5.0,1.0,2.0,0.52,0.5,0.83,0.1343,31.0,99.0,130.0
2011-05-13 11:00:00,3086.0,2.0,0.0,5.0,11.0,0.0,5.0,1.0,2.0,0.52,0.5,0.83,0.1642,56.0,90.0,146.0
2011-05-13 12:00:00,3087.0,2.0,0.0,5.0,12.0,0.0,5.0,1.0,2.0,0.52,0.5,0.88,0.194,53.0,170.0,223.0
2011-05-13 13:00:00,3088.0,2.0,0.0,5.0,13.0,0.0,5.0,1.0,2.0,0.52,0.5,0.88,0.3881,69.0,157.0,226.0
2011-05-13 14:00:00,3089.0,2.0,0.0,5.0,14.0,0.0,5.0,1.0,2.0,0.52,0.5,0.87,0.2836,70.0,120.0,190.0
2011-05-13 15:00:00,3090.0,2.0,0.0,5.0,15.0,0.0,5.0,1.0,2.0,0.52,0.5,0.88,0.1642,56.0,142.0,198.0
2011-05-13 16:00:00,3091.0,2.0,0.0,5.0,16.0,0.0,5.0,1.0,2.0,0.52,0.5,0.88,0.1343,44.0,256.0,300.0
2011-05-13 17:00:00,3092.0,2.0,0.0,5.0,17.0,0.0,5.0,1.0,3.0,0.52,0.5,0.88,0.1642,62.0,429.0,491.0
2011-05-13 18:00:00,3093.0,2.0,0.0,5.0,18.0,0.0,5.0,1.0,3.0,0.52,0.5,0.88,0.1642,39.0,359.0,398.0
2011-05-13 19:00:00,3094.0,2.0,0.0,5.0,19.0,0.0,5.0,1.0,2.0,0.52,0.5,0.83,0.194,25.0,245.0,270.0
2011-05-13 20:00:00,3095.0,2.0,0.0,5.0,20.0,0.0,5.0,1.0,2.0,0.52,0.5,0.83,0.1343,22.0,130.0,152.0
2011-05-13 21:00:00,3096.0,2.0,0.0,5.0,21.0,0.0,5.0,1.0,2.0,0.52,0.5,0.84,0.1642,24.0,130.0,154.0
2011-05-13 22:00:00,3097.0,2.0,0.0,5.0,22.0,0.0,5.0,1.0,2.0,0.52,0.5,0.83,0.2239,25.0,107.0,132.0
2011-05-13 23:00:00,3098.0,2.0,0.0,5.0,23.0,0.0,5.0,1.0,3.0,0.5,0.4848,0.88,0.1642,31.0,88.0,119.0
2011-05-14 00:00:00,3099.0,2.0,0.0,5.0,0.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.88,0.1343,24.0,78.0,102.0
2011-05-14 01:00:00,3100.0,2.0,0.0,5.0,1.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.88,0.1343,18.0,64.0,82.0
2011-05-14 02:00:00,3101.0,2.0,0.0,5.0,2.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.88,0.1343,15.0,37.0,52.0
2011-05-14 03:00:00,3102.0,2.0,0.0,5.0,3.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.88,0.1343,5.0,30.0,35.0
2011-05-14 04:00:00,3103.0,2.0,0.0,5.0,4.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.82,0.1642,1.0,4.0,5.0
2011-05-14 05:00:00,3104.0,2.0,0.0,5.0,5.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.82,0.1045,7.0,7.0,14.0
2011-05-14 06:00:00,3105.0,2.0,0.0,5.0,6.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.88,0.1045,2.0,9.0,11.0
2011-05-14 07:00:00,3106.0,2.0,0.0,5.0,7.0,0.0,6.0,0.0,3.0,0.48,0.4697,1.0,0.0,4.0,28.0,32.0
2011-05-14 08:00:00,3107.0,2.0,0.0,5.0,8.0,0.0,6.0,0.0,3.0,0.5,0.4848,0.94,0.0,16.0,72.0,88.0
2011-05-14 09:00:00,3108.0,2.0,0.0,5.0,9.0,0.0,6.0,0.0,2.0,0.52,0.5,0.94,0.0896,14.0,86.0,100.0
2011-05-14 10:00:00,3109.0,2.0,0.0,5.0,10.0,0.0,6.0,0.0,2.0,0.52,0.5,0.94,0.1642,34.0,133.0,167.0
2011-05-14 11:00:00,3110.0,2.0,0.0,5.0,11.0,0.0,6.0,0.0,2.0,0.52,0.5,0.94,0.1343,72.0,207.0,279.0
2011-05-14 12:00:00,3111.0,2.0,0.0,5.0,12.0,0.0,6.0,0.0,3.0,0.52,0.5,1.0,0.0896,75.0,204.0,279.0
2011-05-14 13:00:00,3112.0,2.0,0.0,5.0,13.0,0.0,6.0,0.0,3.0,0.52,0.5,1.0,0.0896,68.0,180.0,248.0
2011-05-14 14:00:00,3113.0,2.0,0.0,5.0,14.0,0.0,6.0,0.0,2.0,0.54,0.5152,0.94,0.1343,57.0,159.0,216.0
2011-05-14 15:00:00,3114.0,2.0,0.0,5.0,15.0,0.0,6.0,0.0,2.0,0.54,0.5152,0.94,0.1642,73.0,221.0,294.0
2011-05-14 16:00:00,3115.0,2.0,0.0,5.0,16.0,0.0,6.0,0.0,2.0,0.54,0.5152,0.94,0.194,107.0,188.0,295.0
2011-05-14 17:00:00,3116.0,2.0,0.0,5.0,17.0,0.0,6.0,0.0,2.0,0.56,0.5303,0.88,0.194,78.0,194.0,272.0
2011-05-14 18:00:00,3117.0,2.0,0.0,5.0,18.0,0.0,6.0,0.0,2.0,0.56,0.5303,0.88,0.2239,88.0,216.0,304.0
2011-05-14 19:00:00,3118.0,2.0,0.0,5.0,19.0,0.0,6.0,0.0,3.0,0.54,0.5152,0.94,0.1343,69.0,179.0,248.0
2011-05-14 20:00:00,3119.0,2.0,0.0,5.0,20.0,0.0,6.0,0.0,3.0,0.54,0.5152,0.94,0.1343,42.0,115.0,157.0
2011-05-14 21:00:00,3120.0,2.0,0.0,5.0,21.0,0.0,6.0,0.0,3.0,0.54,0.5152,0.94,0.2239,15.0,44.0,59.0
2011-05-14 22:00:00,3121.0,2.0,0.0,5.0,22.0,0.0,6.0,0.0,3.0,0.54,0.5152,0.94,0.1642,7.0,19.0,26.0
2011-05-14 23:00:00,3122.0,2.0,0.0,5.0,23.0,0.0,6.0,0.0,3.0,0.52,0.5,1.0,0.194,11.0,33.0,44.0
2011-05-15 00:00:00,3123.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.0,5.0,34.0,39.0
2011-05-15 01:00:00,3124.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.1045,4.0,43.0,47.0
2011-05-15 02:00:00,3125.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.1343,13.0,37.0,50.0
2011-05-15 03:00:00,3126.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.0,11.0,21.0,32.0
2011-05-15 04:00:00,3127.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.0,5.0,8.0,13.0
2011-05-15 05:00:00,3128.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.52,0.5,1.0,0.1045,3.0,11.0,14.0
2011-05-15 06:00:00,3129.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.1343,3.0,14.0,17.0
2011-05-15 07:00:00,3130.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.1343,4.0,38.0,42.0
2011-05-15 08:00:00,3131.0,2.0,0.0,5.0,8.0,0.0,0.0,0.0,2.0,0.54,0.5152,0.94,0.1343,24.0,46.0,70.0
2011-05-15 09:00:00,3132.0,2.0,0.0,5.0,9.0,0.0,0.0,0.0,1.0,0.58,0.5455,0.83,0.2537,36.0,98.0,134.0
2011-05-15 10:00:00,3133.0,2.0,0.0,5.0,10.0,0.0,0.0,0.0,1.0,0.58,0.5455,0.83,0.2239,73.0,153.0,226.0
2011-05-15 11:00:00,3134.0,2.0,0.0,5.0,11.0,0.0,0.0,0.0,1.0,0.6,0.5758,0.78,0.2239,120.0,202.0,322.0
2011-05-15 12:00:00,3135.0,2.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,0.62,0.5909,0.73,0.2985,120.0,247.0,367.0
2011-05-15 13:00:00,3136.0,2.0,0.0,5.0,13.0,0.0,0.0,0.0,1.0,0.62,0.5909,0.73,0.2836,195.0,261.0,456.0
2011-05-15 14:00:00,3137.0,2.0,0.0,5.0,14.0,0.0,0.0,0.0,1.0,0.64,0.6061,0.73,0.194,183.0,254.0,437.0
2011-05-15 15:00:00,3138.0,2.0,0.0,5.0,15.0,0.0,0.0,0.0,1.0,0.66,0.6212,0.69,0.2537,206.0,253.0,459.0
2011-05-15 16:00:00,3139.0,2.0,0.0,5.0,16.0,0.0,0.0,0.0,1.0,0.64,0.6061,0.69,0.2537,158.0,282.0,440.0
2011-05-15 17:00:00,3140.0,2.0,0.0,5.0,17.0,0.0,0.0,0.0,3.0,0.56,0.5303,0.78,0.3582,137.0,255.0,392.0
2011-05-15 18:00:00,3141.0,2.0,0.0,5.0,18.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.78,0.2537,60.0,177.0,237.0
2011-05-15 19:00:00,3142.0,2.0,0.0,5.0,19.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.83,0.1045,78.0,153.0,231.0
2011-05-15 20:00:00,3143.0,2.0,0.0,5.0,20.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.88,0.0,53.0,138.0,191.0
2011-05-15 21:00:00,3144.0,2.0,0.0,5.0,21.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.88,0.0,44.0,107.0,151.0
2011-05-15 22:00:00,3145.0,2.0,0.0,5.0,22.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.83,0.0,29.0,88.0,117.0
2011-05-15 23:00:00,3146.0,2.0,0.0,5.0,23.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.88,0.2239,18.0,51.0,69.0
2011-05-16 00:00:00,3147.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.52,0.5,0.94,0.1045,17.0,21.0,38.0
2011-05-16 01:00:00,3148.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.52,0.5,0.94,0.1343,6.0,8.0,14.0
2011-05-16 02:00:00,3149.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,0.5,0.4848,1.0,0.0896,4.0,9.0,13.0
2011-05-16 03:00:00,3150.0,2.0,0.0,5.0,3.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.94,0.1642,1.0,3.0,4.0
2011-05-16 04:00:00,3151.0,2.0,0.0,5.0,4.0,0.0,1.0,1.0,1.0,0.5,0.4848,1.0,0.1343,1.0,5.0,6.0
2011-05-16 05:00:00,3152.0,2.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.93,0.194,1.0,20.0,21.0
2011-05-16 06:00:00,3153.0,2.0,0.0,5.0,6.0,0.0,1.0,1.0,1.0,0.52,0.5,0.88,0.1642,11.0,93.0,104.0
2011-05-16 07:00:00,3154.0,2.0,0.0,5.0,7.0,0.0,1.0,1.0,1.0,0.52,0.5,0.83,0.2836,27.0,245.0,272.0
2011-05-16 08:00:00,3155.0,2.0,0.0,5.0,8.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.73,0.2985,28.0,366.0,394.0
2011-05-16 09:00:00,3156.0,2.0,0.0,5.0,9.0,0.0,1.0,1.0,1.0,0.6,0.5909,0.69,0.194,38.0,156.0,194.0
2011-05-16 10:00:00,3157.0,2.0,0.0,5.0,10.0,0.0,1.0,1.0,1.0,0.62,0.6061,0.65,0.0896,37.0,75.0,112.0
2011-05-16 11:00:00,3158.0,2.0,0.0,5.0,11.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.57,0.0,56.0,129.0,185.0
2011-05-16 12:00:00,3159.0,2.0,0.0,5.0,12.0,0.0,1.0,1.0,1.0,0.66,0.6212,0.54,0.0896,72.0,137.0,209.0
2011-05-16 13:00:00,3160.0,2.0,0.0,5.0,13.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.51,0.0,61.0,153.0,214.0
2011-05-16 14:00:00,3161.0,2.0,0.0,5.0,14.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.51,0.0,76.0,117.0,193.0
2011-05-16 15:00:00,3162.0,2.0,0.0,5.0,15.0,0.0,1.0,1.0,1.0,0.72,0.6667,0.51,0.0,55.0,110.0,165.0
2011-05-16 16:00:00,3163.0,2.0,0.0,5.0,16.0,0.0,1.0,1.0,3.0,0.6,0.5758,0.78,0.2537,45.0,181.0,226.0
2011-05-16 17:00:00,3164.0,2.0,0.0,5.0,17.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.88,0.2239,47.0,227.0,274.0
2011-05-16 18:00:00,3165.0,2.0,0.0,5.0,18.0,0.0,1.0,1.0,3.0,0.58,0.5455,0.83,0.194,55.0,398.0,453.0
2011-05-16 19:00:00,3166.0,2.0,0.0,5.0,19.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.83,0.2537,36.0,272.0,308.0
2011-05-16 20:00:00,3167.0,2.0,0.0,5.0,20.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.83,0.0,31.0,167.0,198.0
2011-05-16 21:00:00,3168.0,2.0,0.0,5.0,21.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.83,0.0,28.0,149.0,177.0
2011-05-16 22:00:00,3169.0,2.0,0.0,5.0,22.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.88,0.0896,22.0,105.0,127.0
2011-05-16 23:00:00,3170.0,2.0,0.0,5.0,23.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.88,0.0896,18.0,39.0,57.0
2011-05-17 00:00:00,3171.0,2.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.88,0.0,13.0,18.0,31.0
2011-05-17 01:00:00,3172.0,2.0,0.0,5.0,1.0,0.0,2.0,1.0,3.0,0.56,0.5303,0.88,0.0,7.0,6.0,13.0
2011-05-17 02:00:00,3173.0,2.0,0.0,5.0,2.0,0.0,2.0,1.0,3.0,0.56,0.5303,0.88,0.0,4.0,4.0,8.0
2011-05-17 03:00:00,3174.0,2.0,0.0,5.0,3.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.94,0.2537,1.0,3.0,4.0
2011-05-17 04:00:00,3175.0,2.0,0.0,5.0,4.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.94,0.2537,2.0,2.0,4.0
2011-05-17 05:00:00,3176.0,2.0,0.0,5.0,5.0,0.0,2.0,1.0,3.0,0.52,0.5,0.94,0.2537,0.0,22.0,22.0
2011-05-17 06:00:00,3177.0,2.0,0.0,5.0,6.0,0.0,2.0,1.0,3.0,0.52,0.5,0.94,0.2537,0.0,49.0,49.0
2011-05-17 07:00:00,3178.0,2.0,0.0,5.0,7.0,0.0,2.0,1.0,2.0,0.52,0.5,0.94,0.2537,13.0,138.0,151.0
2011-05-17 08:00:00,3179.0,2.0,0.0,5.0,8.0,0.0,2.0,1.0,2.0,0.52,0.5,0.94,0.2985,22.0,325.0,347.0
