,ZONEID,timestamp,Forecasted Total Load,Forecasted Zonal Load,Zonal Price
1271,1,02222011 23:00,17167,5460,50.43
1272,1,02232011 00:00,16308,5105,49.14
1273,1,02232011 01:00,15669,4855,45.06
1274,1,02232011 02:00,15353,4706,43.6
1275,1,02232011 03:00,15269,4637,43.36
1276,1,02232011 04:00,15506,4657,42.78
1277,1,02232011 05:00,16477,4899,50.69
1278,1,02232011 06:00,18263,5416,70.05
1279,1,02232011 07:00,19434,5961,77.0
1280,1,02232011 08:00,19879,6346,74.64
1281,1,02232011 09:00,20059,6596,73.8
1282,1,02232011 10:00,20062,6715,71.74
1283,1,02232011 11:00,19880,6744,69.77
1284,1,02232011 12:00,19574,6731,61.77
1285,1,02232011 13:00,19342,6707,60.88
1286,1,02232011 14:00,19075,6655,57.85
1287,1,02232011 15:00,18884,6606,57.68
1288,1,02232011 16:00,19037,6637,64.2
1289,1,02232011 17:00,19811,6726,69.46
1290,1,02232011 18:00,21179,6864,81.21
1291,1,02232011 19:00,21130,6728,71.57
1292,1,02232011 20:00,20589,6519,70.51
1293,1,02232011 21:00,19630,6237,59.26
1294,1,02232011 22:00,18282,5885,50.57
1295,1,02232011 23:00,16860,5431,49.16
1296,1,02242011 00:00,15898,5017,77.0
1297,1,02242011 01:00,15188,4728,61.23
1298,1,02242011 02:00,14817,4559,54.92
1299,1,02242011 03:00,14699,4483,57.58
1300,1,02242011 04:00,14953,4504,53.89
1301,1,02242011 05:00,15932,4760,67.83
1302,1,02242011 06:00,17683,5281,110.0
1303,1,02242011 07:00,18911,5837,100.98
1304,1,02242011 08:00,19449,6235,93.31
1305,1,02242011 09:00,19749,6495,97.22
1306,1,02242011 10:00,19877,6627,82.85
1307,1,02242011 11:00,19791,6674,80.88
1308,1,02242011 12:00,19562,6676,73.89
1309,1,02242011 13:00,19383,6661,72.78
1310,1,02242011 14:00,19143,6620,71.18
1311,1,02242011 15:00,18986,6576,70.28
1312,1,02242011 16:00,19138,6610,73.95
1313,1,02242011 17:00,19709,6675,87.33
1314,1,02242011 18:00,20874,6792,107.23
1315,1,02242011 19:00,20713,6639,91.88
1316,1,02242011 20:00,20091,6415,86.86
1317,1,02242011 21:00,19078,6131,69.89
1318,1,02242011 22:00,17707,5775,61.68
1319,1,02242011 23:00,16281,5329,77.0
1320,1,02252011 00:00,15513,4994,54.4
1321,1,02252011 01:00,14796,4695,45.42
1322,1,02252011 02:00,14385,4506,44.99
1323,1,02252011 03:00,14186,4413,44.91
1324,1,02252011 04:00,14310,4418,44.69
1325,1,02252011 05:00,15165,4659,51.51
1326,1,02252011 06:00,16812,5171,72.58
1327,1,02252011 07:00,18160,5739,78.77
1328,1,02252011 08:00,18932,6160,82.28
1329,1,02252011 09:00,19386,6433,84.25
1330,1,02252011 10:00,19652,6566,83.18
1331,1,02252011 11:00,19677,6613,81.66
1332,1,02252011 12:00,19519,6610,80.81
1333,1,02252011 13:00,19352,6582,79.91
1334,1,02252011 14:00,19117,6541,79.24
1335,1,02252011 15:00,18930,6503,78.5
1336,1,02252011 16:00,18956,6496,81.47
1337,1,02252011 17:00,19381,6549,90.5
1338,1,02252011 18:00,20374,6645,90.17
1339,1,02252011 19:00,20129,6487,84.01
1340,1,02252011 20:00,19617,6282,77.05
1341,1,02252011 21:00,18929,6049,59.33
1342,1,02252011 22:00,17935,5780,57.82
1343,1,02252011 23:00,16730,5411,57.08
1344,1,02262011 00:00,15700,5070,48.0
1345,1,02262011 01:00,15128,4854,43.66
1346,1,02262011 02:00,14776,4706,40.41
1347,1,02262011 03:00,14583,4623,40.18
1348,1,02262011 04:00,14442,4555,40.44
1349,1,02262011 05:00,14436,4516,42.98
1350,1,02262011 06:00,14988,4602,43.74
1351,1,02262011 07:00,15885,4854,44.23
1352,1,02262011 08:00,16911,5179,49.42
1353,1,02262011 09:00,17600,5474,53.6
1354,1,02262011 10:00,17967,5669,62.93
1355,1,02262011 11:00,17992,5747,62.86
1356,1,02262011 12:00,17751,5747,54.01
1357,1,02262011 13:00,17480,5712,46.42
1358,1,02262011 14:00,17206,5656,45.34
1359,1,02262011 15:00,17042,5608,45.26
1360,1,02262011 16:00,17219,5616,48.51
1361,1,02262011 17:00,17922,5772,64.27
1362,1,02262011 18:00,19224,6005,75.01
1363,1,02262011 19:00,19199,5974,64.13
1364,1,02262011 20:00,18848,5873,60.71
1365,1,02262011 21:00,18372,5758,50.37
1366,1,02262011 22:00,17653,5619,44.44
1367,1,02262011 23:00,16729,5393,42.76
1368,1,02272011 00:00,15593,5019,45.78
1369,1,02272011 01:00,14900,4775,42.02
1370,1,02272011 02:00,14455,4602,38.26
1371,1,02272011 03:00,14183,4508,41.14
1372,1,02272011 04:00,13959,4436,41.0
1373,1,02272011 05:00,13758,4360,41.36
1374,1,02272011 06:00,14006,4353,42.15
1375,1,02272011 07:00,14682,4514,43.19
1376,1,02272011 08:00,15533,4775,50.47
1377,1,02272011 09:00,16149,5044,55.88
1378,1,02272011 10:00,16547,5235,54.55
1379,1,02272011 11:00,16713,5344,50.92
1380,1,02272011 12:00,16615,5385,46.32
1381,1,02272011 13:00,16472,5389,44.25
1382,1,02272011 14:00,16332,5377,42.14
1383,1,02272011 15:00,16266,5361,40.77
1384,1,02272011 16:00,16530,5398,46.63
1385,1,02272011 17:00,17219,5573,60.26
1386,1,02272011 18:00,18410,5814,68.83
1387,1,02272011 19:00,18516,5837,63.95
1388,1,02272011 20:00,18247,5794,59.4
1389,1,02272011 21:00,17737,5697,50.0
1390,1,02272011 22:00,16962,5518,47.33
1391,1,02272011 23:00,16060,5267,43.41
1392,1,02282011 00:00,15017,4867,38.18
1393,1,02282011 01:00,14191,4568,35.79
1394,1,02282011 02:00,13743,4385,35.51
1395,1,02282011 03:00,13589,4313,35.5
1396,1,02282011 04:00,13824,4347,35.95
1397,1,02282011 05:00,14697,4593,37.22
1398,1,02282011 06:00,16234,5085,55.2
1399,1,02282011 07:00,17531,5632,57.25
1400,1,02282011 08:00,18427,6097,61.86
1401,1,02282011 09:00,19004,6411,61.6
1402,1,02282011 10:00,19360,6572,61.09
1403,1,02282011 11:00,19463,6642,60.49
1404,1,02282011 12:00,19392,6671,59.38
1405,1,02282011 13:00,19304,6674,58.82
1406,1,02282011 14:00,19133,6655,58.15
1407,1,02282011 15:00,19013,6633,57.62
1408,1,02282011 16:00,19145,6646,60.62
1409,1,02282011 17:00,19569,6675,64.4
1410,1,02282011 18:00,20501,6744,72.71
1411,1,02282011 19:00,20293,6595,65.94
1412,1,02282011 20:00,19643,6374,61.69
1413,1,02282011 21:00,18657,6089,55.42
1414,1,02282011 22:00,17346,5694,44.95
1415,1,02282011 23:00,15991,5224,38.92
1416,1,03012011 0:00,15203,4867,38.34
1417,1,03012011 1:00,14680,4639,35.56
1418,1,03012011 2:00,14384,4504,34.42
1419,1,03012011 3:00,14266,4436,35.53
1420,1,03012011 4:00,14488,4463,35.44
1421,1,03012011 5:00,15452,4719,39.44
1422,1,03012011 6:00,17077,5215,53.59
1423,1,03012011 7:00,18194,5738,56.41
1424,1,03012011 8:00,18906,6152,58.22
1425,1,03012011 9:00,19317,6421,58.52
1426,1,03012011 10:00,19526,6553,56.35
1427,1,03012011 11:00,19489,6601,55.84
1428,1,03012011 12:00,19325,6604,53.92
1429,1,03012011 13:00,19150,6586,53.65
1430,1,03012011 14:00,18922,6552,51.88
1431,1,03012011 15:00,18805,6536,51.77
1432,1,03012011 16:00,18992,6576,54.51
1433,1,03012011 17:00,19481,6612,61.35
1434,1,03012011 18:00,20326,6664,68.97
1435,1,03012011 19:00,20314,6550,61.49
1436,1,03012011 20:00,19745,6361,59.76
1437,1,03012011 21:00,18822,6106,47.52
1438,1,03012011 22:00,17514,5742,45.81
1439,1,03012011 23:00,16195,5308,42.37
1440,1,03022011 0:00,15171,4856,38.57
1441,1,03022011 1:00,14667,4623,37.41
1442,1,03022011 2:00,14377,4480,35.95
1443,1,03022011 3:00,14235,4409,34.33
1444,1,03022011 4:00,14415,4426,36.28
1445,1,03022011 5:00,15291,4659,39.62
1446,1,03022011 6:00,16801,5145,56.7
1447,1,03022011 7:00,17876,5663,58.43
1448,1,03022011 8:00,18605,6069,57.73
1449,1,03022011 9:00,19047,6332,56.78
1450,1,03022011 10:00,19291,6457,55.64
1451,1,03022011 11:00,19331,6505,55.25
1452,1,03022011 12:00,19234,6512,53.18
1453,1,03022011 13:00,19108,6495,50.01
1454,1,03022011 14:00,18940,6469,49.07
1455,1,03022011 15:00,18827,6444,48.76
1456,1,03022011 16:00,18997,6487,50.78
1457,1,03022011 17:00,19509,6547,61.39
1458,1,03022011 18:00,20415,6634,69.08
1459,1,03022011 19:00,20494,6556,62.93
1460,1,03022011 20:00,20017,6384,60.11
1461,1,03022011 21:00,19194,6147,50.32
1462,1,03022011 22:00,17947,5791,45.05
1463,1,03022011 23:00,16683,5365,46.64
1464,1,03032011 0:00,15823,5005,54.14
1465,1,03032011 1:00,15403,4798,48.94
1466,1,03032011 2:00,15164,4674,46.44
1467,1,03032011 3:00,15075,4612,46.29
1468,1,03032011 4:00,15308,4635,45.8
1469,1,03032011 5:00,16284,4885,52.82
1470,1,03032011 6:00,17891,5367,73.82
1471,1,03032011 7:00,18954,5873,82.0
1472,1,03032011 8:00,19645,6281,83.77
1473,1,03032011 9:00,20022,6550,77.59
1474,1,03032011 10:00,20181,6693,74.74
1475,1,03032011 11:00,20104,6739,71.78
1476,1,03032011 12:00,19925,6739,66.77
1477,1,03032011 13:00,19755,6724,67.4
1478,1,03032011 14:00,19520,6685,64.93
1479,1,03032011 15:00,19380,6668,65.96
1480,1,03032011 16:00,19518,6707,70.33
1481,1,03032011 17:00,20015,6735,81.3
1482,1,03032011 18:00,20998,6808,97.58
1483,1,03032011 19:00,21090,6701,79.3
1484,1,03032011 20:00,20574,6517,74.2
1485,1,03032011 21:00,19680,6280,69.67
1486,1,03032011 22:00,18388,5944,62.14
1487,1,03032011 23:00,17067,5530,58.72
1488,1,03042011 0:00,16058,5096,53.71
1489,1,03042011 1:00,15422,4840,46.84
1490,1,03042011 2:00,15078,4684,43.09
1491,1,03042011 3:00,14955,4609,43.78
1492,1,03042011 4:00,15206,4622,44.49
1493,1,03042011 5:00,16167,4871,52.63
1494,1,03042011 6:00,17838,5364,75.79
1495,1,03042011 7:00,18968,5880,86.88
1496,1,03042011 8:00,19669,6288,83.88
1497,1,03042011 9:00,20041,6559,84.23
1498,1,03042011 10:00,20184,6700,82.83
1499,1,03042011 11:00,20062,6734,72.64
1500,1,03042011 12:00,19841,6719,66.75
1501,1,03042011 13:00,19602,6676,65.06
1502,1,03042011 14:00,19276,6614,63.77
1503,1,03042011 15:00,19023,6562,62.78
1504,1,03042011 16:00,19024,6566,63.98
1505,1,03042011 17:00,19314,6576,79.29
1506,1,03042011 18:00,20161,6638,90.66
1507,1,03042011 19:00,20117,6510,74.07
1508,1,03042011 20:00,19606,6310,71.29
1509,1,03042011 21:00,18868,6096,59.06
1510,1,03042011 22:00,17736,5814,56.17
1511,1,03042011 23:00,16419,5441,53.68
1512,1,03052011 0:00,15362,4995,39.74
1513,1,03052011 1:00,14636,4726,35.19
1514,1,03052011 2:00,14191,4544,33.96
1515,1,03052011 3:00,13919,4444,33.48
1516,1,03052011 4:00,13761,4364,33.99
1517,1,03052011 5:00,13774,4331,36.63
1518,1,03052011 6:00,14386,4428,38.23
1519,1,03052011 7:00,15264,4683,41.59
1520,1,03052011 8:00,16246,5003,41.13
1521,1,03052011 9:00,16929,5290,45.35
1522,1,03052011 10:00,17288,5472,45.8
1523,1,03052011 11:00,17340,5542,44.65
1524,1,03052011 12:00,17167,5540,39.48
1525,1,03052011 13:00,16943,5497,39.3
1526,1,03052011 14:00,16696,5436,38.63
1527,1,03052011 15:00,16567,5388,38.41
1528,1,03052011 16:00,16744,5414,38.46
1529,1,03052011 17:00,17215,5557,50.8
1530,1,03052011 18:00,18117,5750,62.41
1531,1,03052011 19:00,18152,5738,55.09
1532,1,03052011 20:00,17790,5640,50.33
1533,1,03052011 21:00,17292,5541,44.36
1534,1,03052011 22:00,16479,5370,38.99
1535,1,03052011 23:00,15486,5126,36.59
1536,1,03062011 0:00,14461,4822,34.67
1537,1,03062011 1:00,13855,4578,30.54
1538,1,03062011 2:00,13464,4405,29.48
1539,1,03062011 3:00,13235,4310,29.33
1540,1,03062011 4:00,13058,4232,30.23
1541,1,03062011 5:00,12929,4171,30.63
1542,1,03062011 6:00,13297,4198,30.69
1543,1,03062011 7:00,13969,4375,32.01
1544,1,03062011 8:00,14841,4642,37.38
1545,1,03062011 9:00,15512,4913,39.01
1546,1,03062011 10:00,15993,5118,39.15
1547,1,03062011 11:00,16237,5229,39.37
1548,1,03062011 12:00,16236,5274,39.14
1549,1,03062011 13:00,16153,5275,38.77
1550,1,03062011 14:00,16035,5252,39.0
1551,1,03062011 15:00,16052,5245,38.61
1552,1,03062011 16:00,16341,5302,39.4
1553,1,03062011 17:00,16863,5461,44.56
1554,1,03062011 18:00,17859,5663,59.84
1555,1,03062011 19:00,18060,5696,49.52
1556,1,03062011 20:00,17799,5644,47.35
1557,1,03062011 21:00,17278,5545,43.01
1558,1,03062011 22:00,16403,5336,38.48
1559,1,03062011 23:00,15423,5048,37.15
1560,1,03072011 0:00,14645,4704,32.87
1561,1,03072011 1:00,14083,4492,30.58
1562,1,03072011 2:00,13796,4359,32.37
1563,1,03072011 3:00,13736,4309,33.32
1564,1,03072011 4:00,13986,4341,32.74
1565,1,03072011 5:00,14908,4578,35.71
1566,1,03072011 6:00,16618,5071,43.85
1567,1,03072011 7:00,17888,5631,50.15
1568,1,03072011 8:00,18604,6040,50.01
1569,1,03072011 9:00,18967,6296,50.66
1570,1,03072011 10:00,19151,6423,52.28
1571,1,03072011 11:00,19158,6468,49.27
1572,1,03072011 12:00,19041,6480,50.02
1573,1,03072011 13:00,18937,6472,49.1
1574,1,03072011 14:00,18766,6451,49.15
1575,1,03072011 15:00,18732,6463,48.4
1576,1,03072011 16:00,18935,6514,50.4
1577,1,03072011 17:00,19431,6571,56.62
1578,1,03072011 18:00,20511,6656,67.96
1579,1,03072011 19:00,20569,6563,59.76
1580,1,03072011 20:00,20065,6394,57.0
1581,1,03072011 21:00,19143,6155,47.87
1582,1,03072011 22:00,17803,5805,43.24
1583,1,03072011 23:00,16437,5370,39.87
1584,1,03082011 0:00,15620,4963,40.63
1585,1,03082011 1:00,14912,4664,38.71
1586,1,03082011 2:00,14549,4488,38.53
1587,1,03082011 3:00,14457,4416,38.14
1588,1,03082011 4:00,14705,4441,37.28
1589,1,03082011 5:00,15698,4694,39.16
1590,1,03082011 6:00,17441,5191,57.96
1591,1,03082011 7:00,18635,5758,64.25
1592,1,03082011 8:00,19222,6162,56.08
1593,1,03082011 9:00,19435,6407,55.87
1594,1,03082011 10:00,19453,6513,55.95
1595,1,03082011 11:00,19288,6525,53.65
1596,1,03082011 12:00,19045,6502,50.79
1597,1,03082011 13:00,18834,6473,49.48
1598,1,03082011 14:00,18577,6419,48.69
1599,1,03082011 15:00,18469,6411,48.52
1600,1,03082011 16:00,18619,6445,51.19
1601,1,03082011 17:00,19172,6507,59.14
1602,1,03082011 18:00,20394,6621,71.96
1603,1,03082011 19:00,20537,6541,63.52
1604,1,03082011 20:00,20017,6348,58.12
1605,1,03082011 21:00,19031,6078,48.68
1606,1,03082011 22:00,17625,5711,43.03
1607,1,03082011 23:00,16153,5238,40.49
1608,1,03092011 0:00,15261,4849,41.14
1609,1,03092011 1:00,14660,4604,38.5
1610,1,03092011 2:00,14346,4457,37.2
1611,1,03092011 3:00,14269,4397,37.34
1612,1,03092011 4:00,14497,4416,37.2
1613,1,03092011 5:00,15487,4661,42.43
1614,1,03092011 6:00,17186,5153,60.04
1615,1,03092011 7:00,18409,5717,64.54
1616,1,03092011 8:00,19059,6126,63.65
1617,1,03092011 9:00,19350,6386,59.11
1618,1,03092011 10:00,19450,6494,58.9
1619,1,03092011 11:00,19376,6528,58.72
1620,1,03092011 12:00,19221,6530,55.32
1621,1,03092011 13:00,19082,6520,54.87
1622,1,03092011 14:00,18874,6486,52.86
1623,1,03092011 15:00,18784,6483,52.56
1624,1,03092011 16:00,18935,6521,54.45
1625,1,03092011 17:00,19396,6582,61.75
1626,1,03092011 18:00,20467,6672,78.0
1627,1,03092011 19:00,20545,6581,66.15
1628,1,03092011 20:00,19988,6394,60.53
1629,1,03092011 21:00,19024,6150,52.02
1630,1,03092011 22:00,17629,5800,45.88
1631,1,03092011 23:00,16173,5356,39.58
1632,1,03102011 0:00,15119,4923,36.17
1633,1,03102011 1:00,14356,4616,34.91
1634,1,03102011 2:00,13938,4438,33.36
1635,1,03102011 3:00,13804,4367,33.22
1636,1,03102011 4:00,14013,4398,33.84
1637,1,03102011 5:00,15001,4677,38.47
1638,1,03102011 6:00,16662,5190,53.79
1639,1,03102011 7:00,17956,5766,60.63
1640,1,03102011 8:00,18728,6188,61.63
1641,1,03102011 9:00,19161,6459,63.9
1642,1,03102011 10:00,19391,6574,68.58
1643,1,03102011 11:00,19445,6632,68.76
1644,1,03102011 12:00,19385,6651,63.57
1645,1,03102011 13:00,19321,6646,62.2
1646,1,03102011 14:00,19168,6618,61.55
1647,1,03102011 15:00,19112,6617,60.7
1648,1,03102011 16:00,19249,6643,60.74
1649,1,03102011 17:00,19490,6655,61.33
1650,1,03102011 18:00,20426,6723,77.24
1651,1,03102011 19:00,20358,6591,63.07
1652,1,03102011 20:00,19704,6364,53.98
1653,1,03102011 21:00,18706,6100,47.11
1654,1,03102011 22:00,17302,5731,43.46
1655,1,03102011 23:00,15839,5273,37.54
1656,1,03112011 0:00,14904,4907,37.83
1657,1,03112011 1:00,14073,4602,36.4
1658,1,03112011 2:00,13594,4417,35.32
1659,1,03112011 3:00,13388,4331,35.19
1660,1,03112011 4:00,13502,4334,35.67
1661,1,03112011 5:00,14361,4574,38.78
1662,1,03112011 6:00,15962,5074,46.67
1663,1,03112011 7:00,17334,5659,51.23
1664,1,03112011 8:00,18173,6083,53.14
1665,1,03112011 9:00,18631,6356,58.18
1666,1,03112011 10:00,18863,6464,63.22
1667,1,03112011 11:00,18907,6510,57.36
1668,1,03112011 12:00,18813,6515,60.31
1669,1,03112011 13:00,18704,6489,53.08
1670,1,03112011 14:00,18512,6452,50.41
1671,1,03112011 15:00,18366,6428,51.0
1672,1,03112011 16:00,18380,6438,51.27
1673,1,03112011 17:00,18597,6464,56.94
1674,1,03112011 18:00,19469,6532,66.63
1675,1,03112011 19:00,19408,6402,59.6
1676,1,03112011 20:00,18907,6194,53.2
1677,1,03112011 21:00,18237,5978,49.08
1678,1,03112011 22:00,17183,5703,45.78
1679,1,03112011 23:00,15913,5332,41.45
1680,1,03122011 0:00,14872,4903,42.19
1681,1,03122011 1:00,14126,4638,39.73
1682,1,03122011 2:00,13687,4466,37.3
1683,1,03122011 3:00,13445,4376,36.85
1684,1,03122011 4:00,13262,4303,37.04
1685,1,03122011 5:00,13259,4263,39.61
1686,1,03122011 6:00,13787,4339,40.99
1687,1,03122011 7:00,14756,4607,41.1
1688,1,03122011 8:00,15782,4915,48.88
1689,1,03122011 9:00,16425,5187,53.49
1690,1,03122011 10:00,16725,5334,54.52
1691,1,03122011 11:00,16774,5399,52.75
1692,1,03122011 12:00,16591,5397,47.98
1693,1,03122011 13:00,16396,5354,47.01
1694,1,03122011 14:00,16198,5310,46.77
1695,1,03122011 15:00,16091,5272,46.64
1696,1,03122011 16:00,16274,5299,46.67
1697,1,03122011 17:00,16817,5460,54.77
1698,1,03122011 18:00,17909,5676,65.17
1699,1,03122011 19:00,18018,5675,59.9
1700,1,03122011 20:00,17666,5575,51.71
1701,1,03122011 21:00,17195,5465,48.1
1702,1,03122011 22:00,16408,5317,46.19
1703,1,03122011 23:00,15419,5085,40.0
1704,1,03132011 00:00,14332,4767,44.23
1705,1,03132011 01:00,13573,4490,40.51
1706,1,03132011 02:00,13340,4400,39.0
1707,1,03132011 03:00,13126,4320,38.84
1708,1,03132011 04:00,12989,4233,36.16
1709,1,03132011 05:00,13152,4241,37.61
1710,1,03132011 06:00,13635,4319,41.08
1711,1,03132011 07:00,14020,4416,41.93
1712,1,03132011 08:00,14402,4571,42.7
1713,1,03132011 09:00,15003,4750,44.38
1714,1,03132011 10:00,15462,4914,44.88
1715,1,03132011 11:00,15620,5004,47.15
1716,1,03132011 12:00,15663,5046,47.05
1717,1,03132011 13:00,15593,5059,46.77
1718,1,03132011 14:00,15425,5042,46.46
1719,1,03132011 15:00,15347,5033,46.46
1720,1,03132011 16:00,15481,5056,45.16
1721,1,03132011 17:00,15806,5107,50.38
1722,1,03132011 18:00,16286,5218,62.83
1723,1,03132011 19:00,17212,5411,66.01
1724,1,03132011 20:00,17530,5494,58.9
1725,1,03132011 21:00,17051,5421,52.73
1726,1,03132011 22:00,16245,5271,49.82
1727,1,03132011 23:00,15219,5012,42.95
1728,1,03142011 00:00,14392,4711,40.38
1729,1,03142011 01:00,13862,4527,39.15
1730,1,03142011 02:00,13622,4406,36.51
1731,1,03142011 03:00,13548,4353,36.83
1732,1,03142011 04:00,13604,4355,37.43
1733,1,03142011 05:00,14280,4525,40.28
1734,1,03142011 06:00,16198,5016,49.83
1735,1,03142011 07:00,17793,5594,60.63
1736,1,03142011 08:00,18536,6049,61.17
1737,1,03142011 09:00,18944,6338,58.93
1738,1,03142011 10:00,19185,6483,60.0
1739,1,03142011 11:00,19146,6506,60.0
1740,1,03142011 12:00,18988,6483,56.7
1741,1,03142011 13:00,18873,6471,53.84
1742,1,03142011 14:00,18685,6442,52.27
1743,1,03142011 15:00,18552,6422,51.42
1744,1,03142011 16:00,18604,6445,51.41
1745,1,03142011 17:00,18763,6467,56.45
1746,1,03142011 18:00,19002,6404,64.97
1747,1,03142011 19:00,19761,6451,67.16
1748,1,03142011 20:00,19876,6407,61.03
1749,1,03142011 21:00,19095,6187,55.07
1750,1,03142011 22:00,17869,5870,50.43
1751,1,03142011 23:00,16418,5435,42.75
1752,1,03152011 00:00,15178,4899,42.62
1753,1,03152011 01:00,14244,4603,40.85
1754,1,03152011 02:00,13899,4435,40.37
1755,1,03152011 03:00,13784,4355,37.58
1756,1,03152011 04:00,13841,4346,38.06
1757,1,03152011 05:00,14532,4513,42.82
1758,1,03152011 06:00,16434,5008,54.73
1759,1,03152011 07:00,18022,5597,67.95
1760,1,03152011 08:00,18691,6057,61.1
1761,1,03152011 09:00,18969,6333,69.17
1762,1,03152011 10:00,19065,6447,58.79
1763,1,03152011 11:00,18939,6452,60.0
1764,1,03152011 12:00,18698,6415,56.3
1765,1,03152011 13:00,18504,6383,55.63
1766,1,03152011 14:00,18280,6347,53.99
1767,1,03152011 15:00,18101,6310,52.08
1768,1,03152011 16:00,18116,6325,53.9
1769,1,03152011 17:00,18248,6341,58.78
1770,1,03152011 18:00,18442,6277,59.14
1771,1,03152011 19:00,19172,6334,66.94
1772,1,03152011 20:00,19345,6308,60.27
1773,1,03152011 21:00,18597,6095,51.22
1774,1,03152011 22:00,17372,5774,47.2
1775,1,03152011 23:00,15912,5336,40.51
1776,1,03162011 00:00,14638,4838,39.49
1777,1,03162011 01:00,13951,4596,36.9
1778,1,03162011 02:00,13631,4417,35.37
1779,1,03162011 03:00,13506,4327,35.5
1780,1,03162011 04:00,13532,4313,35.29
1781,1,03162011 05:00,14170,4475,40.97
1782,1,03162011 06:00,16049,4967,48.98
1783,1,03162011 07:00,17682,5567,65.1
1784,1,03162011 08:00,18480,6055,63.05
1785,1,03162011 09:00,18848,6352,59.59
1786,1,03162011 10:00,19014,6477,60.33
1787,1,03162011 11:00,18985,6493,58.36
1788,1,03162011 12:00,18823,6460,55.09
1789,1,03162011 13:00,18696,6440,55.09
1790,1,03162011 14:00,18519,6414,56.97
1791,1,03162011 15:00,18372,6384,59.19
1792,1,03162011 16:00,18379,6387,59.39
1793,1,03162011 17:00,18484,6396,59.59
1794,1,03162011 18:00,18574,6318,59.7
1795,1,03162011 19:00,19240,6355,68.0
1796,1,03162011 20:00,19366,6317,59.76
1797,1,03162011 21:00,18571,6090,47.92
1798,1,03162011 22:00,17306,5762,40.79
1799,1,03162011 23:00,15790,5310,41.13
1800,1,03172011 00:00,14612,4813,34.9
1801,1,03172011 01:00,13743,4534,32.15
1802,1,03172011 02:00,13390,4364,31.16
1803,1,03172011 03:00,13256,4278,30.7
1804,1,03172011 04:00,13319,4267,28.99
1805,1,03172011 05:00,13997,4430,34.72
1806,1,03172011 06:00,15886,4931,41.82
1807,1,03172011 07:00,17538,5527,53.73
1808,1,03172011 08:00,18268,5983,49.75
1809,1,03172011 09:00,18568,6273,51.95
1810,1,03172011 10:00,18700,6402,50.17
1811,1,03172011 11:00,18619,6419,49.32
1812,1,03172011 12:00,18413,6388,48.74
1813,1,03172011 13:00,18255,6363,48.3
1814,1,03172011 14:00,18046,6331,47.5
1815,1,03172011 15:00,17879,6301,47.75
1816,1,03172011 16:00,17886,6311,48.87
1817,1,03172011 17:00,17975,6319,53.02
1818,1,03172011 18:00,18075,6232,54.3
1819,1,03172011 19:00,18707,6256,63.15
1820,1,03172011 20:00,18851,6205,51.86
1821,1,03172011 21:00,18080,5971,45.29
1822,1,03172011 22:00,16806,5643,40.85
1823,1,03172011 23:00,15308,5201,35.39
1824,1,03182011 00:00,14038,4742,32.95
1825,1,03182011 01:00,13498,4505,30.93
1826,1,03182011 02:00,13155,4350,30.26
1827,1,03182011 03:00,13000,4263,29.0
1828,1,03182011 04:00,13028,4243,29.04
1829,1,03182011 05:00,13614,4386,29.1
1830,1,03182011 06:00,15371,4868,38.61
1831,1,03182011 07:00,16975,5427,49.68
1832,1,03182011 08:00,17775,5863,48.71
1833,1,03182011 09:00,18214,6156,48.59
1834,1,03182011 10:00,18469,6296,48.14
1835,1,03182011 11:00,18518,6345,46.91
1836,1,03182011 12:00,18405,6341,47.63
1837,1,03182011 13:00,18329,6344,47.59
1838,1,03182011 14:00,18157,6316,47.54
1839,1,03182011 15:00,17982,6281,48.21
1840,1,03182011 16:00,17944,6274,46.25
1841,1,03182011 17:00,17883,6225,47.65
1842,1,03182011 18:00,17803,6070,48.35
1843,1,03182011 19:00,18265,6049,56.35
1844,1,03182011 20:00,18234,5949,47.16
1845,1,03182011 21:00,17528,5721,42.88
1846,1,03182011 22:00,16494,5438,39.96
1847,1,03182011 23:00,15281,5091,39.8
1848,1,03192011 00:00,14109,4707,36.06
1849,1,03192011 01:00,13471,4490,34.62
1850,1,03192011 02:00,13176,4373,32.7
1851,1,03192011 03:00,13028,4299,31.75
1852,1,03192011 04:00,13028,4264,32.09
1853,1,03192011 05:00,13283,4287,33.64
1854,1,03192011 06:00,13985,4418,34.96
1855,1,03192011 07:00,14641,4593,35.97
1856,1,03192011 08:00,15247,4821,46.79
1857,1,03192011 09:00,15982,5053,47.54
1858,1,03192011 10:00,16444,5219,47.77
1859,1,03192011 11:00,16546,5294,47.45
1860,1,03192011 12:00,16409,5299,42.8
1861,1,03192011 13:00,16182,5265,41.67
1862,1,03192011 14:00,15875,5207,41.24
1863,1,03192011 15:00,15666,5157,41.28
1864,1,03192011 16:00,15681,5148,41.0
1865,1,03192011 17:00,15874,5162,41.52
1866,1,03192011 18:00,16271,5237,44.66
1867,1,03192011 19:00,17064,5400,60.19
1868,1,03192011 20:00,17288,5449,50.75
1869,1,03192011 21:00,16831,5357,43.05
1870,1,03192011 22:00,16081,5211,41.16
1871,1,03192011 23:00,15195,5003,40.22
1872,1,03202011 00:00,14286,4673,36.02
1873,1,03202011 01:00,13714,4506,32.65
1874,1,03202011 02:00,13281,4361,30.81
1875,1,03202011 03:00,13039,4269,31.34
1876,1,03202011 04:00,13036,4227,30.74
