,ZONEID,TIMESTAMP,tclw,tciw,SP,r,TCC,10u,10v,2T,SSRD,STRD,TSR,TP,POWER
2012-12-06 10:00:00,1,20121206 10:00,0.0,8.96e-05,94956.875,54.76185608,0.046600342,-2.55728054,0.645263672,288.4143066,0.0,1067400.0,0.0,0.0,0.000384615
2012-12-06 11:00:00,1,20121206 11:00,0.0,0.003778458,95085.5,64.5705719,0.761138916,-4.030011177,0.020163536,285.8081055,0.0,1043624.0,0.0,0.0,0.0
2012-12-06 12:00:00,1,20121206 12:00,0.0,0.000743866,95147.3125,69.05574036,0.687255859,-2.932174683,-0.022046089,284.6069336,0.0,1033847.0,0.0,0.0,0.0
2012-12-06 13:00:00,1,20121206 13:00,0.00018692,0.002281189,95139.6875,73.18490601,0.865898252,-2.257506371,0.27658844,283.6340332,0.0,1004036.0,0.0,0.0,0.0
2012-12-06 14:00:00,1,20121206 14:00,0.001235962,0.008394241,95139.75,77.78440857,0.723393023,-1.684829712,0.616404533,282.8234863,0.0,1003747.0,0.0,0.0,0.0
2012-12-06 15:00:00,1,20121206 15:00,0.003972054,0.012397818,95151.6875,82.02429199,0.96360594,-1.450750351,0.962916374,281.9311523,-336.0,1003262.0,0.0,0.0,0.0
2012-12-06 16:00:00,1,20121206 16:00,0.006546974,0.011088982,95145.3125,84.62792969,0.999999046,-1.221544266,0.89925766,282.376709,0.0,1068598.0,0.0,0.0,0.0
2012-12-06 17:00:00,1,20121206 17:00,0.007568359,0.02002795,95151.5,86.50350952,0.99999541,-1.11856842,0.996761322,282.2250977,0.0,1068288.0,0.0,0.0,0.0
2012-12-06 18:00:00,1,20121206 18:00,0.006485939,0.011897411,95161.875,87.22547913,0.972296476,-1.017559052,1.164074898,282.0458984,0.0,1068176.0,0.0,0.0,0.0
2012-12-06 19:00:00,1,20121206 19:00,0.005811691,0.004321445,95161.1875,87.96742249,0.889751256,-1.147037506,1.127929688,282.1977539,6192.0,1053088.0,11680.0,0.0,0.005576923
2012-12-06 20:00:00,1,20121206 20:00,0.002577066,0.039854445,95169.5625,83.2848053,0.989991605,-1.86026001,1.363820076,283.965332,294464.0,1118848.0,422848.0,0.0,0.050897436
2012-12-06 21:00:00,1,20121206 21:00,0.000823021,0.051885828,95280.0,78.03663635,0.993637323,-1.173893929,0.516820908,285.2478027,790256.0,1131408.0,1050864.0,0.0,0.243653846
2012-12-06 22:00:00,1,20121206 22:00,4.1e-05,0.095217228,95284.3125,72.22673035,0.99999243,-1.102666855,0.046236038,286.8349609,1443264.0,1186848.0,1796960.0,0.0,0.400576923
2012-12-06 23:00:00,1,20121206 23:00,0.000112534,0.134571254,95275.0,67.2487793,0.980009079,-1.010902405,-0.312387466,288.2565918,1702704.0,1191264.0,2195248.0,0.0,0.418269231
2012-12-07 00:00:00,1,20121207 00:00,0.00047493,0.142801523,95226.0,60.98562622,0.975898981,-0.932617188,-0.965145111,289.7595215,1891616.0,1237088.0,2595008.0,0.0,0.543846154
2012-12-07 01:00:00,1,20121207 01:00,0.0,0.195516229,95153.375,50.15830994,1.000003815,-1.324691772,-1.928668022,292.0803223,2196965.0,1229455.0,2875256.0,0.0,0.316538462
2012-12-07 02:00:00,1,20121207 02:00,0.0,0.169024527,95167.8125,46.27500916,0.991964757,0.15046978,-2.182035446,292.920166,2128244.0,1276608.0,2942150.0,0.0,0.235833333
2012-12-07 03:00:00,1,20121207 03:00,0.0,0.092789948,95104.0,43.08314514,0.940934241,0.652689934,-1.779635429,293.8244629,2434455.0,1303774.0,3239002.0,0.0,0.325576923
2012-12-07 04:00:00,1,20121207 04:00,0.0,0.064544797,95028.5,40.33148193,0.972656012,0.515116692,-1.442926407,294.6716309,2656072.0,1284880.0,3287104.0,0.0,0.520128205
2012-12-07 05:00:00,1,20121207 05:00,0.0,0.019622803,94997.125,38.38401794,0.982421875,1.009190559,-1.354897499,295.1838379,2299090.0,1259175.0,2863771.0,0.0,0.408846154
2012-12-07 06:00:00,1,20121207 06:00,0.0,0.003520966,94921.5625,37.04615784,0.47467041,0.86170578,-1.099050522,295.6049805,2137944.0,1245901.0,2543789.0,0.0,0.126987179
2012-12-07 07:00:00,1,20121207 07:00,0.001274109,0.00610733,94881.4375,36.3223877,0.889984131,0.753639221,-0.945851326,295.6455078,1625996.0,1171029.0,1937200.0,0.0,0.119358974
2012-12-07 08:00:00,1,20121207 08:00,0.000762939,0.001686096,94885.875,37.62088013,0.155090332,0.769888878,-0.154323578,295.3762207,897313.0,1156118.0,1111520.0,0.0,0.094230769
2012-12-07 09:00:00,1,20121207 09:00,0.00183773,0.000385284,94921.4375,40.68054199,0.042419434,0.678088188,1.069072723,293.3603516,244538.0,1096727.0,375328.0,0.0,0.022371795
2012-12-07 10:00:00,1,20121207 10:00,0.001512527,0.001720428,94955.5,44.46852112,0.445526123,0.081214905,1.394357681,292.0288086,0.0,1110481.0,0.0,0.0,0.000512821
2012-12-07 11:00:00,1,20121207 11:00,0.000946999,0.012420665,94988.75,48.38796997,0.999993384,-0.525885582,1.018531799,289.2607422,0.0,1105270.0,0.0,0.0,0.0
2012-12-07 12:00:00,1,20121207 12:00,0.000407696,0.050454885,94994.1875,55.06317139,0.99295044,-0.607931137,0.778287888,288.3574219,0.0,1148815.0,0.0,0.0,0.0
2012-12-07 13:00:00,1,20121207 13:00,0.000114441,0.027233124,94964.3125,62.18911743,0.796356201,-0.982512474,0.72668457,286.6853027,190.0,1171726.0,0.0,0.0,0.0
2012-12-07 14:00:00,1,20121207 14:00,0.0,0.007480621,94939.8125,69.71186829,0.597808838,-1.099290848,0.840927124,285.7177734,0.0,1147824.0,0.0,0.0,0.0
2012-12-07 15:00:00,1,20121207 15:00,0.000587463,0.008167267,94901.3125,76.22264099,0.571487427,-1.587903023,0.961481094,284.767334,0.0,1091529.0,0.0,0.0,0.0
2012-12-07 16:00:00,1,20121207 16:00,0.000342369,0.0084095,94855.6875,79.69572449,0.642181397,-1.265379906,1.094687462,284.5270996,0.0,1104192.0,0.0,0.0,0.0
2012-12-07 17:00:00,1,20121207 17:00,0.0,0.015584946,94842.4375,83.0440979,0.807540894,-0.715021133,1.338207245,284.0097656,0.0,1082720.0,0.0,0.0,0.0
2012-12-07 18:00:00,1,20121207 18:00,0.000179529,0.021871567,94838.625,84.8578949,0.742202759,-0.52953434,1.464150429,283.776123,0.0,1115056.0,0.0,0.0,0.0
2012-12-07 19:00:00,1,20121207 19:00,0.000562191,0.010673523,94857.0,85.26564026,0.680664063,-0.462647438,1.33729744,283.8696289,5233.0,1135968.0,12288.0,0.0,0.003076923
2012-12-07 20:00:00,1,20121207 20:00,0.000431299,0.00330162,94872.5625,83.27853394,0.287124634,-0.236131668,0.961872101,285.9956055,321176.0,1110272.0,462944.0,0.0,0.038717949
2012-12-07 21:00:00,1,20121207 21:00,0.0,0.000402451,94897.75,72.24729919,0.057296753,-0.335431099,0.489059448,289.2832031,1063888.0,1167232.0,1308176.0,0.0,0.264102564
2012-12-07 22:00:00,1,20121207 22:00,0.0,4.1e-05,94875.125,61.77330017,0.016082764,-0.431261063,-0.034448624,292.0432129,1912960.0,1147616.0,2187552.0,0.0,0.557628205
2012-12-07 23:00:00,1,20121207 23:00,0.0,0.0,94841.25,51.24786377,0.0,-0.24949646,-1.060218811,294.5246582,2663088.0,1172768.0,2951296.0,0.0,0.688846154
2012-12-08 00:00:00,1,20121208 00:00,0.0,0.0,94772.25,41.5231781,0.0,0.337095261,-2.036381721,296.6696777,3273952.0,1189584.0,3566032.0,0.0,0.764487179
2012-12-08 01:00:00,1,20121208 01:00,0.0,0.0,94718.0625,38.45803833,0.0,0.90454483,-2.223872185,298.1113281,3700097.0,1214100.0,3989246.0,0.0,0.787820513
2012-12-08 02:00:00,1,20121208 02:00,0.000350952,1.62e-05,94602.0,34.21266174,0.003860474,1.559657097,-2.092535019,299.2299805,3911565.0,1224020.0,4206414.0,0.0,0.770384615
2012-12-08 03:00:00,1,20121208 03:00,0.020015717,0.001064301,94551.75,29.07232666,0.284118652,1.849387169,-1.828461647,300.1672363,3849112.0,1237592.0,4159960.0,0.0,0.679551282
2012-12-08 04:00:00,1,20121208 04:00,0.081382751,0.011291504,94464.0625,25.72506714,0.669708252,1.821639061,-1.990473747,300.7556152,3355728.0,1243241.0,3719467.0,0.0,0.556923077
2012-12-08 05:00:00,1,20121208 05:00,0.073745728,0.012517929,94403.125,24.50622559,0.911407471,1.955694199,-2.014295578,300.7397461,2101226.0,1332137.0,2638545.0,0.0,0.355576923
2012-12-08 06:00:00,1,20121208 06:00,0.000762939,9.65e-05,94363.3125,24.72306824,0.010619696,1.934638023,-0.809979439,300.1643066,1239904.0,1390508.0,1787072.0,0.0,0.261666667
2012-12-08 07:00:00,1,20121208 07:00,0.005569458,0.00124979,94366.6875,24.84725952,0.151184082,2.169034958,0.412110329,300.0944824,1615696.0,1277292.0,1934576.0,0.0,0.084679487
2012-12-08 08:00:00,1,20121208 08:00,0.00106144,0.000950813,94381.1875,29.67301941,0.085067749,1.478902817,0.750175476,298.1308594,790944.0,1237363.0,1042816.0,0.0,0.052628205
2012-12-08 09:00:00,1,20121208 09:00,0.001704693,0.001866817,94424.6875,35.3117981,0.113464356,2.275304794,1.510404587,294.0187988,251296.0,1171894.0,388368.0,0.0,0.025
2012-12-08 10:00:00,1,20121208 10:00,0.005087376,0.001352549,94448.6875,43.1474762,0.212509155,1.408576965,1.306163788,294.8525391,0.0,1154213.0,0.0,0.0,0.000512821
2012-12-08 11:00:00,1,20121208 11:00,0.004360199,0.002550125,94478.4375,47.66915894,0.184707642,0.062527657,0.247103691,293.378418,0.0,1165685.0,0.0,0.0,0.0
2012-12-08 12:00:00,1,20121208 12:00,0.004364014,0.00365448,94479.75,49.15837097,0.325836182,0.175723076,0.204725266,292.4221191,0.0,1209686.0,0.0,0.0,0.0
2012-12-08 13:00:00,1,20121208 13:00,0.001317978,0.000385284,94445.375,57.32600403,0.059448242,-0.850279808,-0.064792633,289.1174316,-432.0,1187426.0,0.0,0.0,0.0
2012-12-08 14:00:00,1,20121208 14:00,0.0,0.0,94405.1875,65.58091736,0.0,-1.16208744,-0.428625107,288.1821289,0.0,1142187.0,0.0,0.0,0.0
2012-12-08 15:00:00,1,20121208 15:00,0.0,0.0,94365.25,69.53448486,0.0,-0.167098999,-0.341280937,288.7385254,0.0,1112128.0,0.0,0.0,0.0
2012-12-08 16:00:00,1,20121208 16:00,0.0,0.0,94339.8125,71.33943176,0.0,0.192367554,0.182826996,288.1333008,0.0,1100896.0,0.0,0.0,0.0
2012-12-08 17:00:00,1,20121208 17:00,0.0,0.0,94332.625,72.63818359,0.0,-0.247984886,0.586685181,287.6862793,0.0,1090928.0,0.0,0.0,0.0
2012-12-08 18:00:00,1,20121208 18:00,0.0,0.0,94352.3125,73.06840515,0.0,-0.520394325,1.035039902,286.7585449,0.0,1089456.0,0.0,0.0,0.0
2012-12-08 19:00:00,1,20121208 19:00,0.0,0.0,94384.375,75.1668396,0.0,-0.84899044,1.336819649,285.2705078,6832.0,1091392.0,14288.0,0.0,0.000512821
2012-12-08 20:00:00,1,20121208 20:00,0.004142761,0.0,94470.9375,71.36305237,0.044891357,-2.398218155,2.175175667,289.130127,372944.0,1137440.0,516688.0,0.0,0.025897436
2012-12-08 21:00:00,1,20121208 21:00,0.007331848,0.0,94567.8125,69.94023132,0.036407471,-3.356336594,1.784269333,291.3994141,1071424.0,1174464.0,1318832.0,0.0,0.267371795
2012-12-08 22:00:00,1,20121208 22:00,0.005401611,0.0,94624.6875,67.8311615,0.037445068,-3.631887436,1.107045174,292.9428711,1821664.0,1192688.0,2131584.0,0.0,0.528397436
2012-12-08 23:00:00,1,20121208 23:00,0.003479004,0.0,94659.4375,60.56132507,0.021057129,-4.075401306,0.527543068,294.4921875,2611136.0,1265648.0,2936832.0,0.0,0.660064103
2012-12-09 00:00:00,1,20121209 00:00,0.001674652,5.72e-06,94683.5,53.79048157,0.007354736,-4.002394676,0.22473526,295.5349121,3243424.0,1233296.0,3582576.0,0.0,0.753012821
2012-12-09 01:00:00,1,20121209 01:00,0.001060486,0.002315521,94622.125,47.53166199,0.206207275,-4.401797295,-0.547686577,296.8764648,3422273.0,1267878.0,3779599.0,0.0,0.783974359
2012-12-09 02:00:00,1,20121209 02:00,0.021827698,0.053276062,94615.5625,44.78636169,0.475769043,-4.621740341,-0.310186386,297.0292969,3778577.0,1253016.0,4133031.0,0.0,0.756794872
2012-12-09 03:00:00,1,20121209 03:00,0.052787781,0.097244263,94658.375,45.307724,0.644561768,-4.881401062,0.196205139,296.4228516,3166028.0,1252270.0,3677740.0,0.0,0.718012821
2012-12-09 04:00:00,1,20121209 04:00,0.034133911,0.107521057,94679.75,45.45274353,0.652832031,-5.242700577,0.380286217,295.8859863,2678636.0,1334099.0,3258952.0,0.0,0.518653846
2012-12-09 05:00:00,1,20121209 05:00,0.041099548,0.081047058,94697.75,48.69075012,0.529327393,-5.18198967,0.473111153,294.9882812,2238115.0,1293778.0,2759158.0,0.0,0.252564103
2012-12-09 06:00:00,1,20121209 06:00,0.118423462,0.01808548,94793.0625,54.35690308,0.614257813,-6.283138275,1.222628593,293.1889648,1581891.0,1316149.0,2095280.0,0.0,0.185
2012-12-09 07:00:00,1,20121209 07:00,0.05241394,0.003501892,94904.6875,64.56773376,0.309692383,-6.642363548,2.355447769,289.9331055,1044240.0,1257636.0,1427792.0,0.0,0.054294872
2012-12-09 08:00:00,1,20121209 08:00,0.086242676,0.000984192,95025.6875,69.71237183,0.538116455,-5.859763145,2.370396614,288.4140625,817952.0,1202119.0,1078000.0,0.000114441,0.020833333
2012-12-09 09:00:00,1,20121209 09:00,0.046245575,0.000415444,95125.375,70.76020813,0.521270752,-5.459055901,2.419235229,287.0036621,209248.0,1179112.0,352048.0,0.000119686,0.006217949
2012-12-09 10:00:00,1,20121209 10:00,0.040687561,3.88e-05,95201.3125,70.91140747,0.468490601,-4.955762863,2.313282967,286.0876465,224.0,1158460.0,464.0,0.000120163,0.000128205
2012-12-09 11:00:00,1,20121209 11:00,0.029737473,0.0,95275.6875,71.58837891,0.360015869,-4.65045166,2.364612579,285.5805664,0.0,1147546.0,0.0,0.00012207,0.0
2012-12-09 12:00:00,1,20121209 12:00,0.021316528,0.0,95310.1875,71.69393921,0.365188599,-4.543187141,2.752407074,285.0039062,0.0,1084921.0,0.0,0.000124931,0.0
2012-12-09 13:00:00,1,20121209 13:00,0.025558472,0.0,95322.3125,68.93597412,0.466247559,-4.211398125,2.846306801,284.6191406,464.0,1091220.0,0.0,0.000123978,0.0
2012-12-09 14:00:00,1,20121209 14:00,0.020843506,0.0,95337.75,61.67250061,0.404388428,-3.89915657,3.110445976,284.2426758,0.0,1083700.0,0.0,0.000123978,0.0
2012-12-09 15:00:00,1,20121209 15:00,0.014228821,0.0,95325.4375,55.61508179,0.169677734,-3.499083519,3.291492462,283.9047852,0.0,1078672.0,0.0,0.000123978,0.0
2012-12-09 16:00:00,1,20121209 16:00,0.012405396,0.0,95332.875,60.2727356,0.179412842,-3.194061279,3.292471886,283.5153809,0.0,1046784.0,0.0,0.000123978,0.0
2012-12-09 17:00:00,1,20121209 17:00,0.007362366,0.0,95345.875,67.06376648,0.125488281,-2.867671013,3.234375,283.3010254,0.0,1036464.0,0.0,0.000123978,0.0
2012-12-09 18:00:00,1,20121209 18:00,0.004341125,0.0,95377.5,72.93743896,0.101806641,-2.897109985,2.959695816,283.0554199,0.0,1002880.0,0.0,0.000123978,0.0
2012-12-09 19:00:00,1,20121209 19:00,0.004516602,0.0,95430.125,75.46691895,0.127990723,-3.002198219,2.830885887,283.1274414,6384.0,1035584.0,13552.0,0.000123978,0.000320513
2012-12-09 20:00:00,1,20121209 20:00,0.003704071,0.0,95483.8125,73.53051758,0.124282837,-3.848873138,3.401181221,284.138916,377120.0,1016528.0,508048.0,0.000123978,0.016217949
2012-12-09 21:00:00,1,20121209 21:00,0.002887726,0.0,95535.875,67.40068054,0.170852661,-4.606730461,3.432896614,285.3693848,1136528.0,1020816.0,1332016.0,0.000123978,0.075897436
2012-12-09 22:00:00,1,20121209 22:00,0.001628876,0.0,95553.25,60.42907715,0.058700562,-4.829780579,3.198101997,286.7023926,1819728.0,1076336.0,2063616.0,0.000123978,0.112884615
2012-12-09 23:00:00,1,20121209 23:00,0.000301361,0.0,95557.125,53.19262695,0.009002686,-4.93350029,2.953220367,288.3425293,2740896.0,1036768.0,2941328.0,0.000123978,0.155833333
2012-12-10 00:00:00,1,20121210 00:00,1.91e-05,0.0,95536.8125,47.56677246,0.002685547,-4.772223473,2.637735367,289.9060059,3358192.0,1043616.0,3545648.0,0.000123978,0.135576923
2012-12-10 01:00:00,1,20121210 01:00,0.013374329,0.0,95536.0625,54.83366394,0.509948731,-5.356768608,1.634804726,290.5585938,3490719.0,1172488.0,3797109.0,0.0,0.246346154
2012-12-10 02:00:00,1,20121210 02:00,0.007270813,0.0,95544.875,52.7183075,0.289367676,-5.467989922,1.496118546,290.8723145,3371914.0,1151234.0,3728172.0,0.0,0.498589744
2012-12-10 03:00:00,1,20121210 03:00,0.012184143,0.0,95518.5625,49.13334656,0.315063477,-5.266091347,1.656096458,291.8930664,3640757.0,1201060.0,3948536.0,0.0,0.595705128
2012-12-10 04:00:00,1,20121210 04:00,0.037452698,0.0,95504.75,49.53216553,1.0,-5.458303452,1.85125351,291.9267578,3240680.0,1142519.0,3600816.0,0.0,0.489294872
2012-12-10 05:00:00,1,20121210 05:00,0.0259552,0.0,95505.9375,51.58113098,0.834136963,-5.569568634,2.005839348,290.9772949,2410519.0,1291071.0,2855095.0,0.0,0.458846154
2012-12-10 06:00:00,1,20121210 06:00,0.005661011,0.0,95530.1875,52.62039185,0.557189941,-5.47727108,2.031583786,290.3347168,2098275.0,1264962.0,2456240.0,0.0,0.253589744
2012-12-10 07:00:00,1,20121210 07:00,0.004814148,0.0,95556.875,54.12748718,0.376464844,-5.387738228,2.177392006,289.3181152,1564960.0,1129669.0,1859184.0,0.0,0.113141026
2012-12-10 08:00:00,1,20121210 08:00,0.003803253,0.0,95584.5,57.14176941,0.169342041,-5.255167007,2.157465935,287.9731445,981248.0,1064008.0,1191968.0,0.0,0.053333333
2012-12-10 09:00:00,1,20121210 09:00,0.003185272,0.0,95659.875,60.86068726,0.052307129,-4.55913353,1.679332733,286.3754883,273104.0,1029221.0,403760.0,0.0,0.014679487
2012-12-10 10:00:00,1,20121210 10:00,0.005420685,0.0,95709.25,66.30046082,0.051757813,-4.463392258,1.727200508,285.0898438,1024.0,1017298.0,2048.0,0.0,0.000384615
2012-12-10 11:00:00,1,20121210 11:00,0.004676819,0.0,95739.125,71.36907959,0.068328857,-4.211210251,1.966441154,284.1655273,0.0,1004699.0,0.0,0.0,0.0
2012-12-10 12:00:00,1,20121210 12:00,0.005870819,0.0,95749.6875,74.72834778,0.18057251,-3.968010902,2.097230911,283.5600586,0.0,1010752.0,0.0,0.0,0.0
2012-12-10 13:00:00,1,20121210 13:00,0.013191223,0.0,95740.5625,75.16136169,0.577697754,-3.618452072,2.057565689,283.2458496,0.0,1032156.0,0.0,0.0,0.0
2012-12-10 14:00:00,1,20121210 14:00,0.023216248,0.0,95714.9375,77.61683655,0.595367432,-3.29037571,2.001045227,282.9140625,0.0,1025263.0,0.0,0.0,0.0
2012-12-10 15:00:00,1,20121210 15:00,0.026649475,0.0,95673.375,78.3099823,0.697387695,-3.200078964,2.130884171,282.8056641,0.0,1061113.0,0.0,0.0,0.0
2012-12-10 16:00:00,1,20121210 16:00,0.024066925,0.0,95663.75,77.35983276,0.651535034,-3.182377815,2.2850914,282.7578125,0.0,1102247.0,0.0,0.0,0.0
2012-12-10 17:00:00,1,20121210 17:00,0.01713562,0.0,95650.6875,77.48207092,0.373352051,-2.908267021,2.282239914,282.4472656,0.0,1076176.0,0.0,0.0,0.0
2012-12-10 18:00:00,1,20121210 18:00,0.01020813,0.0,95658.4375,78.73497009,0.415557861,-2.548742294,2.177856445,281.9885254,0.0,1025664.0,0.0,0.0,0.0
2012-12-10 19:00:00,1,20121210 19:00,0.008335114,0.0,95684.25,79.94604492,0.370223999,-2.399173737,2.073657036,281.7250977,5568.0,1003984.0,12128.0,0.0,0.000448718
2012-12-10 20:00:00,1,20121210 20:00,0.005584717,0.0,95701.4375,76.93293762,0.253967285,-3.401562691,2.501152039,282.8574219,295200.0,1079040.0,439264.0,0.0,0.046538462
2012-12-10 21:00:00,1,20121210 21:00,0.004997253,0.0,95728.5625,71.50154114,0.177398682,-3.746285439,2.14419651,284.3461914,1106288.0,1030800.0,1313392.0,0.0,0.133589744
2012-12-10 22:00:00,1,20121210 22:00,0.003242493,0.0,95735.25,64.24424744,0.013641357,-4.066104889,1.696866989,286.0900879,1913840.0,1050224.0,2141488.0,0.0,0.230705128
2012-12-10 23:00:00,1,20121210 23:00,0.001514435,0.0,95721.625,57.44204712,0.009338379,-4.275847435,1.317902565,287.8789062,2694112.0,1043712.0,2924880.0,0.0,0.436538462
2012-12-11 00:00:00,1,20121211 00:00,0.000400543,0.0,95695.375,52.49511719,0.004669189,-4.235348701,0.98514843,289.6987305,3322608.0,1067568.0,3553504.0,0.0,0.623717949
2012-12-11 01:00:00,1,20121211 01:00,0.011505127,0.0,95678.375,51.60525513,0.234619141,-4.766027451,0.308711052,291.0588379,3440237.0,1154434.0,3742511.0,0.0,0.719935897
2012-12-11 02:00:00,1,20121211 02:00,0.004005432,0.0,95642.6875,50.45495605,0.265655518,-4.86906147,0.12341404,292.1887207,3810631.0,1168518.0,4110884.0,0.0,0.578269231
2012-12-11 03:00:00,1,20121211 03:00,0.001983643,0.0,95554.4375,47.93530273,0.092254639,-4.545583725,0.151706696,293.2736816,3811966.0,1160173.0,4110428.0,0.0,0.60025641
2012-12-11 04:00:00,1,20121211 04:00,0.006782532,0.0,95511.25,47.83943176,0.444122315,-4.421479225,0.262818337,293.6320801,3339932.0,1181203.0,3662079.0,0.0,0.488269231
2012-12-11 05:00:00,1,20121211 05:00,0.144424439,0.0,95498.0,46.18331909,0.961212158,-3.866931915,0.541811943,294.0100098,3090658.0,1174101.0,3403250.0,0.0,0.508461538
2012-12-11 06:00:00,1,20121211 06:00,0.26600647,0.0,95461.0,46.84742737,0.918823242,-4.060050964,0.94211483,293.2268066,1627104.0,1259861.0,2049408.0,5.27e-05,0.289166667
2012-12-11 07:00:00,1,20121211 07:00,0.049858093,0.0,95464.5,48.483078,0.783294678,-5.035316467,0.380847931,292.0085449,677136.0,1324428.0,1125248.0,5.65e-05,0.105769231
2012-12-11 08:00:00,1,20121211 08:00,0.001373291,0.0,95488.0625,52.97265625,0.026123047,-5.236897469,0.066419601,290.9208984,896064.0,1169362.0,1123488.0,5.65e-05,0.04775641
2012-12-11 09:00:00,1,20121211 09:00,0.000762939,0.0,95537.8125,60.42446899,0.009033203,-4.41541481,0.569617271,288.7419434,279232.0,1065830.0,414816.0,5.65e-05,0.019615385
2012-12-11 10:00:00,1,20121211 10:00,6.1e-05,0.0,95585.9375,67.60643005,0.005645752,-3.603065491,0.901815414,286.996582,1536.0,1056751.0,3072.0,5.65e-05,0.000897436
2012-12-11 11:00:00,1,20121211 11:00,0.0,0.0,95635.4375,74.77755737,0.0,-2.781887054,1.129527092,285.7895508,0.0,1048421.0,0.0,5.65e-05,0.0
2012-12-11 12:00:00,1,20121211 12:00,0.000648499,0.0,95668.5625,80.99404907,0.043121338,-2.140791893,1.299860954,284.8835449,0.0,1039972.0,0.0,5.65e-05,0.0
2012-12-11 13:00:00,1,20121211 13:00,0.001342773,0.0,95646.5625,84.37303162,0.050720215,-1.554274559,1.477547646,284.1904297,-144.0,1037393.0,0.0,5.65e-05,0.0
2012-12-11 14:00:00,1,20121211 14:00,0.007064819,0.0,95609.5,85.2928772,0.144348145,-1.224746704,1.469223022,283.677002,0.0,1039573.0,0.0,5.72e-05,0.0
2012-12-11 15:00:00,1,20121211 15:00,0.026298523,0.0,95561.375,85.28759766,0.186218262,-1.0916605,1.317461967,283.4177246,0.0,1063756.0,0.0,5.72e-05,0.0
2012-12-11 16:00:00,1,20121211 16:00,0.031227112,0.0,95531.625,85.89950562,0.284606934,-0.873778343,1.386949539,283.3000488,0.0,1081376.0,0.0,6.2e-05,0.0
2012-12-11 17:00:00,1,20121211 17:00,0.028205872,0.0,95520.4375,86.76571655,0.415496826,-0.627040863,1.475687027,283.4057617,0.0,1100304.0,0.0,6.68e-05,0.0
2012-12-11 18:00:00,1,20121211 18:00,0.038566589,0.0,95524.3125,87.60713196,0.785430908,-0.476931572,1.500840187,283.6723633,0.0,1131904.0,0.0,6.88e-05,0.0
2012-12-11 19:00:00,1,20121211 19:00,0.05821228,0.0,95566.6875,85.81576538,0.939331055,-0.539284706,1.733691216,284.9790039,4672.0,1277424.0,11440.0,7.64e-05,0.000320513
2012-12-11 20:00:00,1,20121211 20:00,0.075019836,0.0,95617.5,84.45593262,0.976806641,-0.931817055,1.772233009,286.3996582,245904.0,1259120.0,414400.0,7.71e-05,0.027051282
2012-12-11 21:00:00,1,20121211 21:00,0.112197876,0.0,95663.5,81.22407532,0.989898682,-2.327130318,0.501829147,288.0805664,485344.0,1338720.0,840704.0,8.61e-05,0.093269231
2012-12-11 22:00:00,1,20121211 22:00,0.162055969,0.0,95671.3125,69.00254822,1.0,-3.030528069,-1.49870491,289.9731445,645920.0,1355808.0,1216384.0,0.00018096,0.215769231
2012-12-11 23:00:00,1,20121211 23:00,0.211334229,0.0,95657.3125,65.38101196,1.0,-2.774949074,-1.605041504,290.9787598,983024.0,1412672.0,1657136.0,0.00032258,0.310128205
2012-12-12 00:00:00,1,20121212 00:00,0.258529663,0.0,95607.75,60.44223022,1.0,-2.747134209,-1.30966568,292.2080078,1439552.0,1418368.0,2220112.0,0.000572801,0.622628205
2012-12-12 01:00:00,1,20121212 01:00,0.332945764,0.0,95486.3125,49.61161804,1.0,-1.202633858,-1.265476227,294.6606445,1899601.0,1391263.0,2640744.0,8.61e-05,0.701858974
2012-12-12 02:00:00,1,20121212 02:00,0.145476282,0.0,95468.75,48.46080017,0.841118157,-1.461767197,-1.336112022,294.9848633,1712270.0,1382677.0,2520973.0,0.000129759,0.622371795
2012-12-12 03:00:00,1,20121212 03:00,0.074578226,0.0,95392.0625,46.00411987,0.58215332,-1.462737083,-0.708699226,295.6030273,2056792.0,1424538.0,2735484.0,0.000138223,0.697820513
2012-12-12 04:00:00,1,20121212 04:00,0.097202837,2.86e-05,95324.875,41.65400696,0.700034201,-1.384056091,-0.81871891,296.6225586,2687941.0,1405248.0,3173410.0,0.000146389,0.539294872
2012-12-12 05:00:00,1,20121212 05:00,0.063634515,5.72e-05,95257.25,40.67063904,0.719126284,-1.692081451,-1.11812973,296.5124512,1777353.0,1345476.0,2349049.0,0.000146389,0.342884615
2012-12-12 06:00:00,1,20121212 06:00,0.022354126,1.05e-05,95193.0625,40.46829224,0.551177979,-1.776812553,-1.446835518,296.7336426,1807483.0,1337490.0,2216055.0,0.000146389,0.320576923
2012-12-12 07:00:00,1,20121212 07:00,0.012794495,4.48e-05,95170.75,39.94778442,0.2449646,-2.04750824,-1.638328552,296.5737305,1365368.0,1282146.0,1684141.0,0.000146389,0.056923077
2012-12-12 08:00:00,1,20121212 08:00,0.006919861,0.0,95175.4375,43.17617798,0.128143311,-2.115745544,-1.550667763,295.5273438,759232.0,1215785.0,998768.0,0.000146061,0.038589744
2012-12-12 09:00:00,1,20121212 09:00,0.000804901,0.0,95228.0,50.80293274,0.034378052,-2.405920982,-1.719272614,293.2199707,264826.0,1172566.0,405472.0,0.000146061,0.018076923
